registration	birthdate	current_location	company	ssn	residence	imei	user_id	name	username	mail	job
2017/10/07	1966-04-24	(Decimal('-68.8975135'), Decimal('56.777012'))	Moore-Mitchell	343-22-7416	"919 Ricky Plains Apt. 940
Mullinsfort, ME 81770"	3590433799317662147	448	Joseph Mitchell	fuentesmark	rogersdaniel@hotmail.com	
06 Nov 2023		(Decimal('-63.152226'), Decimal('59.667240'))	Ortiz-Long	464-37-4229	"51655 Cole Mission
Johnsonmouth, IA 37781"	359043379931766775	531	Laura Williams	robert10	dglenn@yahoo.com	Geneticist, molecular
2022/01/05	1953-04-09	(Decimal('-24.4706855'), Decimal('154.370959'))	Richardson, Ball and Robertson	701-10-6779		359043379931766965	1936	Kevin Harrington	shawnjohnson	oscarreeves@gmail.com	Herbalist
2021-02-27	1931-07-30	(Decimal('42.220110'), Decimal('-21.516223'))	Yang Group	057-22-9494		3590433799317661594	2430	Joe Fisher	nwebb	stewartmichelle@yahoo.com	
2022-06-18		(Decimal('-36.8357295'), Decimal('103.691570'))	Edwards-Owens	748-51-4554		3590433799317661685	1460	Monica Fuller	imcdonald	michelerichards@yahoo.com	Lecturer, higher education
23 Jul 2024	1990-04-15	(Decimal('59.0457855'), Decimal('95.216027'))	Stewart, Perry and Thomas	407-87-4375		3590433799317661776	1977	Denise Blankenship	kellercynthia	veronica74@gmail.com	
2020/08/29	1940-06-11	(Decimal('67.634035'), Decimal('158.445534'))	Thomas Group	101-45-0461	"4618 Holmes Mountain Suite 270
North Heatherhaven, NM 51737"	863033069630348271	2397	Megan Ellis MD	tiffanyturner	popeemily@gmail.com	
2024/01/07	1948-03-22	(Decimal('78.9027315'), Decimal('62.975319'))	Anderson and Sons	359-61-0471		863033069630348495	627	Sean Goodwin	amanda52	onealdennis@hotmail.com	
2020/07/25		(Decimal('47.817294'), Decimal('122.815345'))	Wood-Carter	756-63-1029	"44088 Scott Stravenue
Williamsview, RI 71732"	359043379931766718	620	Aaron Jimenez	steven39	daniel04@hotmail.com	
2018-08-23	1987-09-02	(Decimal('-62.4827365'), Decimal('-45.624152'))	Patterson, Jacobs and Burns	173-71-8125		863033069630348859	1731	Jeffrey Cooper	ujohnson	brandon39@gmail.com	
2024/06/28		(Decimal('15.1929875'), Decimal('-124.104476'))	Lutz LLC	863-52-6577	"305 Miller Ridges
West Richardchester, NY 17187"	8630330696303481453	199	Sheila Patel	justin98	stephenwalsh@gmail.com	
15 Apr 2020	1943-02-24	(Decimal('59.0075445'), Decimal('161.566834'))	Walton-Delgado	103-09-4892		3590433799317662097	2545	Karen Stevenson	peterssharon	briankennedy@gmail.com	Retail manager
17 Mar 2019		(Decimal('-16.439306'), Decimal('51.277707'))	Watkins, Graves and Parker	891-61-6956		3590433799317661685	1232	Terri Smith	gsalazar	tinacrawford@hotmail.com	
2021/07/30	1968-04-03	(Decimal('-88.9889865'), Decimal('-54.688233'))	Webb-Wilson	850-08-1444	"734 Robert Summit Apt. 507
Robertside, DC 37471"	3590433799317661826	816	Joseph Richardson	burnettcolleen	byang@hotmail.com	
04/13/2018, 00:00:00	1928-10-24	(Decimal('2.1366245'), Decimal('-108.725348'))	Smith, Rich and Lewis	758-13-6399		3590433799317661636	1840	Joshua Hernandez	carloskelly	martinezrichard@gmail.com	
2020/07/05		(Decimal('43.6469025'), Decimal('-37.684920'))	Valenzuela and Sons	017-29-0623		8630330696303482212	2441	Angie Brown	christina86	megan50@yahoo.com	
06/06/2024, 00:00:00		(Decimal('-46.8212345'), Decimal('162.886687'))	Hernandez-Watkins	132-54-9168	"061 Ruiz Manor
Jamesfurt, GA 79901"	8630330696303481859	539	Anne Davidson	greenjesse	ebrown@hotmail.com	
2021/10/28	2002-05-05	(Decimal('62.3027365'), Decimal('157.058923'))	Nunez and Sons	817-11-7253		8630330696303481354	1068	Randy Hanson	carpenterrichard	juliadaniels@hotmail.com	
2021-05-24	1931-03-13	(Decimal('-83.3699105'), Decimal('-97.219449'))	Flowers PLC	273-18-0621	"0296 Rodriguez Lodge
Lake Karentown, TN 83220"	863033069630348586	1181	Laura Curry	keith66	simsshelly@hotmail.com	
04 Mar 2019		(Decimal('-6.1816775'), Decimal('-109.305890'))	Ruiz, Scott and Moore	367-62-2124		8630330696303482204	1706	Angela Roach	lisadennis	kaylacampos@hotmail.com	
2019/04/11	2020-10-27	(Decimal('-47.655901'), Decimal('93.283772'))	Williamson LLC	122-43-9729	"6984 Cody Ridges Apt. 536
Emilyland, FM 52343"	863033069630348859	204	Audrey Wagner	hensontracy	tracey21@yahoo.com	
10 Feb 2024	1911-09-12	(Decimal('0.903791'), Decimal('-18.964427'))	Mckenzie Group	825-31-9722		359043379931766700	1950	David Robinson	saralopez	ronald96@hotmail.com	
05/22/2024, 00:00:00		(Decimal('29.4242475'), Decimal('51.384385'))	Gibson-Cole	114-18-1275		8630330696303481271	1401	Justin Sweeney	olsonwilliam	douglasharper@hotmail.com	
2022/06/24	2024-08-20	(Decimal('72.0689905'), Decimal('54.395668'))	Palmer LLC	848-90-2040		3590433799317662022	1092	Mr. Eric Sanders	matthew08	obennett@yahoo.com	
2020-09-04		(Decimal('-74.2638345'), Decimal('66.690496'))	Smith-Powell	781-71-3597	"6099 Abigail Valleys
Bryanland, NM 43238"	8630330696303481784	622	Justin Garza	millerkaren	uporter@hotmail.com	
08/15/2020, 00:00:00		(Decimal('38.0188795'), Decimal('68.230380'))	Cooper-Castillo	852-05-9985	"USCGC Garcia
FPO AE 96143"	3590433799317661487	859	Leah Gonzalez	davidstevens	hkeller@gmail.com	Hydrographic surveyor
2021/02/05		(Decimal('51.7358295'), Decimal('159.208678'))	Garcia-Turner	501-83-4214		8630330696303482337	43	Tamara Williams	rebecca64	travisbaker@gmail.com	
2023/11/14	1928-02-29	(Decimal('68.311528'), Decimal('66.857198'))	Schmidt-Hanson	713-20-1325	"35528 Bob Stravenue Apt. 092
East Jacobmouth, AZ 37555"	3590433799317662097	1813	Christopher Chang	millerjoseph	pandrews@yahoo.com	
2021-02-14	2008-05-16	(Decimal('69.7428285'), Decimal('84.337076'))	Conway-Smith	569-58-5647	"1633 Sanchez Lodge Suite 273
Theresaport, MH 00943"	3590433799317661776	297	Christie Ramsey	hubbardsamuel	michelle04@hotmail.com	Geoscientist
2019/12/20	1929-08-25	(Decimal('-7.2599175'), Decimal('31.020913'))	Young-Peterson	625-63-8043		8630330696303481578	2611	Michael Turner	jeffrey74	davidgreen@hotmail.com	Legal secretary
2022-08-23	1937-09-23	(Decimal('-37.8418675'), Decimal('83.584645'))	Martin Ltd	427-82-1926	"5286 Jennifer Flats
Williamshaven, IA 45584"	3590433799317661362	1310	Julie Rhodes	ylucas	kellerwhitney@yahoo.com	
03/06/2018, 00:00:00		(Decimal('16.3291705'), Decimal('-68.691954'))	Hudson, Villa and Hernandez	478-74-1573		3590433799317661859	2162	Christopher Mayer	fhenderson	kaylaroman@gmail.com	Multimedia specialist
19 Jan 2019		(Decimal('-75.1393515'), Decimal('-133.447609'))	Mack-Mullen	233-38-4189		8630330696303482048	149	Philip Rogers	kennedycrystal	fnelson@hotmail.com	
19 Mar 2022	1951-09-23	(Decimal('-72.5681525'), Decimal('106.820952'))	Miller-Pierce	295-19-5154		3590433799317662170	2427	Kristen Adams	hebertjesse	stewartsierra@hotmail.com	
2022/11/20	1979-07-31	(Decimal('-83.4770395'), Decimal('-127.894786'))	Butler, Anderson and Walters	333-72-1399		3590433799317661685	1788	Cody Adams	jessica43	jritter@yahoo.com	
2023-11-17		(Decimal('-12.4462935'), Decimal('-100.160703'))	Ramirez-Johnson	498-76-7841		359043379931766528	237	Denise Byrd	mprice	mitchellgreen@gmail.com	
2018-03-09		(Decimal('-50.1927255'), Decimal('-22.152611'))	Sims-Perez	456-09-3521	"1027 Steve Expressway
East Kathryn, WI 20670"	8630330696303481024	1264	Kevin Wilson	nelsonamanda	darrell95@gmail.com	
08/05/2018, 00:00:00	2008-12-04	(Decimal('30.1779515'), Decimal('76.340975'))	Dodson-Maddox	616-88-7787		8630330696303481677	1303	David Obrien	kyle58	patricia33@yahoo.com	
2024-04-18	2013-12-30	(Decimal('-29.5592365'), Decimal('135.655052'))	Russell LLC	118-89-0056	"969 Peterson Cliffs
East Jennifer, GU 63847"	8630330696303481958	856	Joshua Dean	mallorydalton	peterspamela@hotmail.com	
2023-10-27		(Decimal('-38.643069'), Decimal('56.567829'))	Valdez-Bailey	753-59-5596		8630330696303482477	1594	James Holt	xchapman	roberterickson@hotmail.com	
2019-11-28	1970-01-12	(Decimal('-10.1165445'), Decimal('-165.184557'))	Baker LLC	614-46-7457		863033069630348842	2440	Kevin Miller	keithsherman	jessicaparker@yahoo.com	
16 Aug 2019		(Decimal('-2.715470'), Decimal('-169.525227'))	Hernandez-Thompson	674-45-3554	"8579 Reid Place Apt. 773
Jordantown, IN 67304"	3590433799317661123	2168	Christopher Clarke	rmontes	waltersdustin@yahoo.com	
20 May 2020		(Decimal('72.106388'), Decimal('26.162761'))	Mcgrath LLC	713-95-2319		8630330696303481446	148	Amanda Thompson	daviesjulie	carla57@yahoo.com	Copy
2022/04/27	2020-04-30	(Decimal('-37.7230375'), Decimal('-34.516155'))	Lawrence, Hardy and Chambers	365-48-3554		863033069630348065	2325	Mr. Douglas Smith Jr.	frycharles	claytonamy@gmail.com	
2023-01-20			Kim, Tate and Sharp	152-82-9293		8630330696303482360	1986	Peter Mack	laura74	yjimenez@yahoo.com	Hydrogeologist
2018/12/08		(Decimal('-25.770560'), Decimal('86.199761'))	Bell, Cook and Irwin	447-75-6554		3590433799317661453	905	Brandi Hubbard	calvin75	hansonjessica@hotmail.com	Health promotion specialist
2024/01/22	1972-11-17	(Decimal('55.071957'), Decimal('-136.000953'))	Hood, Shields and Torres	880-84-6201	"47863 Powell Port
Whiteheadstad, PW 74764"	3590433799317662188	1382	Richard Foster	knoxsamantha	jerry98@hotmail.com	
09/10/2021, 00:00:00		(Decimal('38.5279265'), Decimal('-176.706834'))	Wilson-Johnson	226-59-9030		3590433799317661594	1075	Laura Bowman	anne76	uestrada@hotmail.com	
2022/01/06	1970-11-05	(Decimal('83.665100'), Decimal('47.505782'))	Gonzalez-Stone	065-60-6891		359043379931766031	1250	Carl Lucas	joshuaball	pbennett@gmail.com	
2021/10/09		(Decimal('-61.1508945'), Decimal('24.344298'))	Hoffman Ltd	520-30-8207		8630330696303482402	1140	Jon Allen	johnallen	garcialisa@gmail.com	Designer, fashion/clothing
05/12/2024, 00:00:00		(Decimal('-24.6277555'), Decimal('122.695895'))	Long LLC	205-40-1635		359043379931766924	2210	Rachel Ryan	hernandezpaula	scott55@gmail.com	
2018-01-10		(Decimal('35.870922'), Decimal('-129.852951'))	Mcmahon-Lee	718-60-8392		863033069630348404	539	Kathleen Lee	rossjustin	oliverkaren@gmail.com	Diplomatic Services operational officer
2019-02-27		(Decimal('-76.773153'), Decimal('105.190537'))	Martin and Sons	242-53-1506	"476 Jacqueline Plaza Apt. 924
Bennettbury, MS 47319"	8630330696303482097	1929	John Costa	qtorres	lori66@yahoo.com	Product designer
17 Nov 2023		(Decimal('81.1441905'), Decimal('-143.322009'))	Levy Inc	719-95-0222	"67674 Wiggins Garden Apt. 880
East Jennifer, IN 20982"	8630330696303482212	445	Trevor Holloway	hfrank	wilsonamber@yahoo.com	Teacher, primary school
2024/09/05	1932-05-27	(Decimal('-14.694844'), Decimal('-175.469617'))	Cardenas, Smith and Jones	320-25-4165		359043379931766239	2419	Donald Moore	cynthiariley	mitchell78@hotmail.com	
2018-04-02	1924-01-11	(Decimal('-58.333423'), Decimal('76.622482'))	Mcdonald, Quinn and Weaver	089-45-8222	"PSC 8520, Box 8723
APO AE 76811"	359043379931766619	899	Jose Lamb	amanda50	ryancassandra@hotmail.com	
20 Jun 2022	1975-05-21	(Decimal('23.4402125'), Decimal('125.000342'))	Anderson, Brown and Cooper	252-42-9602		8630330696303481826	2218	Robert Gillespie	johnnyhernandez	amandatownsend@gmail.com	
2022/10/19	1972-06-03	(Decimal('25.014646'), Decimal('-124.797019'))	Camacho-Elliott	561-10-6551		3590433799317661131	469	Anthony Hill	jamesrush	russellbuchanan@yahoo.com	
07/03/2023, 00:00:00		(Decimal('26.1846775'), Decimal('24.762580'))	Clark, King and Maxwell	765-29-3373	"61672 Johnson Fall
Jasonmouth, CO 01294"	8630330696303482204	332	Russell Phillips	xwebster	wilsonkim@yahoo.com	
08/09/2022, 00:00:00		(Decimal('84.6898365'), Decimal('-155.026037'))	Williams and Sons	796-64-9385	"4534 Guerrero Crossroad
South Catherineton, NV 04867"	8630330696303482477	808	Kimberly Nguyen	louis36	carlsondavid@gmail.com	
04/13/2018, 00:00:00		(Decimal('-28.4076555'), Decimal('-141.561859'))	Wiggins PLC	285-74-1577		3590433799317661693	2200	Megan Riley	elee	adamsjo@hotmail.com	Occupational therapist
2020/11/29	1947-08-09	(Decimal('5.6146305'), Decimal('164.076749'))	Lyons Group	188-76-9132	"79696 Tara Lakes
Colleenmouth, MI 74890"	359043379931766668	205	Kyle Rodriguez	melody13	rogersmindy@yahoo.com	
2018/09/26	1981-07-22	(Decimal('24.7614295'), Decimal('-107.740434'))	Barnes-Logan	588-94-4269		863033069630348495	585	Aaron Jones	christinawilkins	carolyncampbell@hotmail.com	
2020-05-29		(Decimal('-66.659263'), Decimal('123.699287'))	Orr, Fowler and Walters	006-71-1454	"2571 Kimberly Glen Suite 338
North Troy, PA 70858"	8630330696303482394	2616	Stephen Bray	erika39	faithnorman@gmail.com	
12/05/2021, 00:00:00	1973-10-01	(Decimal('39.973918'), Decimal('178.565679'))	Wiley-Cole	146-24-4092		863033069630348206	407	Jackson Reyes	acombs	matthewrose@hotmail.com	Industrial/product designer
03/09/2020, 00:00:00			Collins, Baker and Lee	702-57-6719		3590433799317661743	35	Megan Whitehead	ichambers	jessicastark@yahoo.com	Patent examiner
2018/01/14		(Decimal('68.119766'), Decimal('156.298225'))	Pennington PLC	178-73-0037	"014 Jones Roads
Shannonbury, NE 16682"	8630330696303482386	1998	Erika Thomas	atkinsonsandra	yduffy@yahoo.com	
2017/12/14		(Decimal('-27.307209'), Decimal('-111.619750'))	Williams, Ashley and Mccarthy	761-57-7310		8630330696303481602	654	Mark Coleman	dawnbryan	blackmichael@yahoo.com	
04/09/2023, 00:00:00		(Decimal('5.3170195'), Decimal('137.698435'))	Hawkins Ltd	079-78-7587	"291 Holmes Hollow Apt. 740
Kimberlyberg, GU 99277"	8630330696303481586	319	Luis Terrell	ataylor	nicole26@yahoo.com	Bookseller
2019/08/09	1961-10-29	(Decimal('-81.206405'), Decimal('-67.356399'))	Malone-Martin	063-32-9485		863033069630348826	186	Gregory Davies	abbottryan	keyyvonne@hotmail.com	Surveyor, building
06/01/2022, 00:00:00	1942-12-11	(Decimal('82.7210195'), Decimal('119.728663'))	Mcmahon, Smith and Aguilar	802-97-2972		359043379931766957	1395	Sean Barajas	meganmoore	markramirez@hotmail.com	
06 Jul 2019	2003-03-06	(Decimal('-77.012486'), Decimal('-45.909730'))	Johnson, Combs and Moreno	484-27-8334	"12253 Moses Terrace
Jennifertown, KS 13556"	8630330696303481990	1100	Katrina Garcia	jonathan37	amber36@yahoo.com	
2022/03/27		(Decimal('-80.570765'), Decimal('-99.898862'))	Davis-Carpenter	300-39-8525		863033069630348834	1723	Paul Mitchell	dgibson	dawsonpatricia@hotmail.com	
17 Nov 2020		(Decimal('65.9189985'), Decimal('14.890729'))	Garcia LLC	179-42-5994		3590433799317661552	1239	Christopher Livingston	yross	donaldbrown@gmail.com	
2019/07/30		(Decimal('73.523083'), Decimal('72.473961'))	Nelson Inc	314-94-9053		359043379931766569	496	Alexa Lowery	anthony44	khunt@yahoo.com	
2019/01/24		(Decimal('19.5374285'), Decimal('151.290810'))	Gordon-Wilson	062-25-5149		3590433799317661883	832	Timothy Sloan	michele85	ijackson@gmail.com	
2018-12-15	1948-02-03	(Decimal('49.935250'), Decimal('36.824186'))	Stone PLC	027-86-4235		3590433799317661610	1978	Mrs. Kimberly Robinson	stephanie98	bmartin@yahoo.com	
2020-02-04	1943-03-15	(Decimal('-76.9008855'), Decimal('108.381212'))	Anderson-Crosby	314-79-6449	"7071 Estrada Ranch Suite 583
Brianchester, RI 04691"	359043379931766213	736	Kenneth Martin	joshuascott	tarahicks@hotmail.com	
2022-09-07		(Decimal('10.348415'), Decimal('-174.172808'))	Edwards, Webster and Rivera	406-27-6471		359043379931766353	2371	Dennis Wright	rogerssteven	william51@hotmail.com	
2024-06-08		(Decimal('-68.3946755'), Decimal('-91.792681'))	Jones, Hawkins and Chung	298-31-0774		8630330696303482329	2581	Tiffany Villa	rossbrett	eflores@gmail.com	
2017/10/17		(Decimal('-53.049502'), Decimal('-73.885259'))	Lawson LLC	504-84-7950	"00803 Rhodes Squares Apt. 340
Bryantshire, UT 35166"	359043379931766155	1744	Rachel Burton	jenniferbarnett	bowmanerin@hotmail.com	
2019-11-27		(Decimal('-47.7855035'), Decimal('165.397603'))	Cisneros, Yates and Wilson	118-45-8647		359043379931766494	701	Jason Herrera	woodmichael	rburke@yahoo.com	
19 Aug 2022	1915-01-08	(Decimal('-5.398877'), Decimal('-77.099224'))	Parker, Mcguire and Gonzalez	003-64-1897		863033069630348149	876	Pamela Jackson	troydecker	thompsonheather@yahoo.com	Professor Emeritus
2022/04/24		(Decimal('-69.532597'), Decimal('-85.011537'))	Watts, Rowe and Anderson	187-91-4870		8630330696303481214	1655	Christopher Thomas	stephencollins	anthonymoore@hotmail.com	
2018-02-08	1941-04-17	(Decimal('51.527128'), Decimal('67.745365'))	Ramirez Inc	149-50-2663		3590433799317662360	2263	Melinda Wright	mmitchell	mackenzie14@gmail.com	
02/26/2023, 00:00:00		(Decimal('-38.1557775'), Decimal('-24.075750'))	Perry-Taylor	565-73-6030	"774 Hunt Prairie Suite 535
Stanleytown, WV 75634"	3590433799317662212	2223	John Roberts	johnsonjesse	kingcathy@hotmail.com	
2018-05-12		(Decimal('50.4922665'), Decimal('-106.703918'))	Lin-Nolan	422-69-7906	"262 Stephenson Rest Apt. 244
Hopkinstown, OK 66995"	359043379931766452	1711	Antonio Butler	larryvillanueva	ritapollard@hotmail.com	
2019/08/20		(Decimal('18.657579'), Decimal('-85.569492'))	Cooper PLC	576-08-0005		8630330696303482147	5	Natasha Lowery	lauren77	adambennett@hotmail.com	
2023/11/06		(Decimal('-45.552042'), Decimal('-45.288732'))	Smith LLC	687-89-3902		3590433799317661560	75	Melody Kelly	dawn50	icampbell@hotmail.com	
2020/09/04	1922-07-25	(Decimal('-34.1988915'), Decimal('-154.033317'))	Robbins, White and Vasquez	285-93-3229		863033069630348438	2579	Trevor Randall	mmiranda	ericacoleman@yahoo.com	
2019-05-14		(Decimal('46.3227075'), Decimal('45.286526'))	Jackson-Clark	235-44-5814	"806 Chris Center Suite 680
Lake Nicholasberg, MP 52974"	3590433799317662261	1334	Kathryn Davis	kevingonzalez	ericaharper@gmail.com	
2022/09/26	2019-11-04	(Decimal('17.9152795'), Decimal('167.134300'))	Barrera, Parker and Peterson	644-42-9964		863033069630348149	1750	Joshua Walker	kevinvega	cflowers@gmail.com	Designer, jewellery
08/09/2018, 00:00:00	1959-08-05	(Decimal('68.104703'), Decimal('-28.973660'))	Thompson-Durham	267-09-5637		863033069630348032	962	Andrew Ward	christina07	nancy25@yahoo.com	
2022-12-28		(Decimal('12.982348'), Decimal('43.453463'))	Patel, Russell and Mcmillan	001-97-9912	"442 Stone Ridges Suite 404
Kingtown, LA 03371"	8630330696303482014	62	Scott Watson	hernandezbrian	jenkinsrachel@gmail.com	Event organiser
06/15/2019, 00:00:00		(Decimal('16.772772'), Decimal('-172.170938'))	Johnson and Sons	484-67-1175		863033069630348412	1086	Christopher Martinez	michelle31	petersantiago@hotmail.com	Warden/ranger
2022/07/01	1996-12-11	(Decimal('83.2540385'), Decimal('-30.031490'))	Acosta-Gallegos	873-12-3170		863033069630348719	2348	Connor Carter	lunamarcia	marqueznathan@hotmail.com	Designer, furniture
2022/09/05			Jackson, Wilson and Drake	735-39-3372		3590433799317662493	1180	Craig Rose	ifrye	josephsanford@hotmail.com	
11/12/2018, 00:00:00	1963-05-19	(Decimal('-15.421449'), Decimal('83.925914'))	Brown PLC	305-92-4908	"291 Proctor Court Apt. 756
South Christopher, ID 72720"	359043379931766270	791	Annette Richards	ashley21	ralphjames@gmail.com	
05/25/2021, 00:00:00	2013-01-26	(Decimal('-66.6170825'), Decimal('-134.857456'))	Daugherty, Aguilar and Lewis	616-47-9079		8630330696303482055	1962	Darryl Stevens	xerickson	vorozco@gmail.com	Retail buyer
10/29/2017, 00:00:00	2018-03-24	(Decimal('-14.598931'), Decimal('49.882262'))	Baker, Monroe and Murphy	373-52-5439	"1591 Wall Extensions
East Jessica, MI 41655"	359043379931766031	231	Jonathan Reilly	benjamin66	frankbrewer@yahoo.com	Theatre director
20 Oct 2020	1994-05-25	(Decimal('17.994640'), Decimal('135.265339'))	Smith Group	841-98-5904		3590433799317662477	2145	Shannon Stokes	gweeks	wrightadrienne@hotmail.com	Building services engineer
12/08/2020, 00:00:00		(Decimal('-6.388994'), Decimal('29.976187'))	Dixon LLC	397-07-0913	"75678 Williamson Orchard Apt. 980
Daymouth, AL 72356"	8630330696303481966	1343	Kathleen Brown	charlenelambert	toddjanice@gmail.com	
02/26/2024, 00:00:00		(Decimal('37.946825'), Decimal('149.272869'))	Clark, Manning and Collins	821-60-7934		863033069630348834	1268	Brittany Ross	sthompson	laurawilson@hotmail.com	
2017/11/14		(Decimal('-67.1745205'), Decimal('-115.857674'))	Sandoval Ltd	150-54-2506		3590433799317661024	307	Dominique Clark	zweaver	taylorperry@gmail.com	
29 Jun 2023	1997-11-05	(Decimal('41.8698725'), Decimal('7.436924'))	Walker Ltd	560-45-9462		8630330696303482055	833	Jaime Williams	alexanderburgess	michelle41@gmail.com	
